Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Days to Ship Actual (bin),Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales (bin),Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
7,12,Shipped Late,6,$8.45 ,31.30%,Office Supplies,Dallas,United States,Sally Hughsby,6,20,1,10/27/2017,CA-2017-127922,75081,Xerox 1972,2.64,2,Central,$0 ,8.448,Corporate,11/3/2017,Standard Class,Texas,Paper
2,266,Shipped Late,1,$189.58 ,5.00%,Furniture,Los Angeles,United States,Jim Mitchum,1,20,1,10/27/2017,CA-2017-151225,90032,Chromcraft Rectangular Conference Tables,9.4788,1,West,$0 ,189.576,Corporate,10/29/2017,First Class,California,Tables
2,101,Shipped Late,1,$71.96 ,10.00%,Technology,Los Angeles,United States,Jim Mitchum,1,20,1,10/27/2017,CA-2017-151225,90032,Griffin GC17055 Auxiliary Audio Cable,7.196,5,West,$0 ,71.96,Corporate,10/29/2017,First Class,California,Phones
5,63,Shipped Early,6,$44.78 ,36.30%,Office Supplies,Mesa,United States,Tamara Willingham,5,20,1,10/27/2017,CA-2017-134880,85204,Xerox 1882,16.2342,1,West,$0 ,44.784,Home Office,11/1/2017,Standard Class,Arizona,Paper
6,80,Shipped On Time,6,$56.78 ,36.30%,Office Supplies,Tallahassee,United States,Nona Balk,5,20,1,10/27/2017,CA-2017-110310,32303,Easy-staple paper,20.5842,7,South,$0 ,56.784,Corporate,11/2/2017,Standard Class,Florida,Paper
6,9,Shipped On Time,6,$6.58 ,8.80%,Office Supplies,Tallahassee,United States,Nona Balk,5,20,1,10/27/2017,CA-2017-110310,32303,Rogers Handheld Barrel Pencil Sharpener,0.5754,3,South,$0 ,6.576,Corporate,11/2/2017,Standard Class,Florida,Art
6,8,Shipped On Time,6,$5.61 ,-70.00%,Office Supplies,Tallahassee,United States,Nona Balk,5,70,1,10/27/2017,CA-2017-110310,32303,Avery Hole Reinforcements,-3.9249,3,South,$0 ,5.607,Corporate,11/2/2017,Standard Class,Florida,Binders
7,28,Shipped Late,6,$19.99 ,34.00%,Technology,Rochester,United States,Paul Gonzalez,6,0,1,10/26/2017,CA-2017-155558,55901,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,6.7966,1,Central,$0 ,19.99,Consumer,11/2/2017,Standard Class,Minnesota,Accessories
7,9,Shipped Late,6,$6.16 ,48.00%,Office Supplies,Rochester,United States,Paul Gonzalez,6,0,1,10/26/2017,CA-2017-155558,55901,Avery 511,2.9568,2,Central,$0 ,6.16,Consumer,11/2/2017,Standard Class,Minnesota,Labels
6,500,Shipped On Time,6,$356.85 ,17.00%,Furniture,Virginia Beach,United States,Olvera Toch,5,0,1,10/26/2017,CA-2017-162173,23464,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",60.6645,5,South,$0 ,356.85,Consumer,11/1/2017,Standard Class,Virginia,Tables
6,353,Shipped On Time,6,$251.58 ,45.00%,Office Supplies,Virginia Beach,United States,Olvera Toch,5,0,1,10/26/2017,CA-2017-162173,23464,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",113.211,7,South,$0 ,251.58,Consumer,11/1/2017,Standard Class,Virginia,Envelopes
5,21,Shipped Early,6,$14.76 ,33.80%,Office Supplies,Philadelphia,United States,Jamie Frazer,5,20,1,10/26/2017,US-2017-110646,19134,Avery 517,4.9815,5,East,$0 ,14.76,Consumer,10/31/2017,Standard Class,Pennsylvania,Labels
5,78,Shipped Early,6,$55.62 ,10.00%,Office Supplies,Dallas,United States,Benjamin Farhat,5,20,1,10/26/2017,CA-2017-102729,75217,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",5.5616,2,Central,$0 ,55.616,Home Office,10/31/2017,Standard Class,Texas,Storage
4,86,Shipped Early,6,$61.54 ,-21.70%,Technology,Lancaster,United States,Shaun Chance,4,40,1,10/26/2017,CA-2017-115119,17602,Cisco Small Business SPA 502G VoIP phone,-13.3341,1,East,$0 ,61.542,Corporate,10/30/2017,Standard Class,Pennsylvania,Phones
5,166,Shipped Early,6,$118.65 ,16.70%,Technology,Philadelphia,United States,Jamie Frazer,5,40,1,10/26/2017,US-2017-110646,19134,Motorla HX550 Universal Bluetooth Headset,19.775,5,East,$0 ,118.65,Consumer,10/31/2017,Standard Class,Pennsylvania,Phones
4,114,Shipped Early,6,$81.44 ,-80.00%,Office Supplies,Lancaster,United States,Shaun Chance,4,70,1,10/26/2017,CA-2017-115119,17602,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",-65.1504,7,East,$0 ,81.438,Corporate,10/30/2017,Standard Class,Pennsylvania,Binders
5,47,Shipped Early,6,$33.28 ,-83.30%,Office Supplies,Philadelphia,United States,Jamie Frazer,5,70,1,10/26/2017,US-2017-110646,19134,"GBC Velobind Prepunched Cover Sets, Regency Series",-27.735,3,East,$0 ,33.282,Consumer,10/31/2017,Standard Class,Pennsylvania,Binders
6,16,Shipped On Time,6,$11.68 ,45.00%,Office Supplies,Jackson,United States,Carlos Soltero,5,0,1,10/24/2017,CA-2017-144365,39212,Staples,5.256,4,South,$0 ,11.68,Consumer,10/30/2017,Standard Class,Mississippi,Fasteners
2,725,Shipped Late,1,$517.41 ,-15.70%,Furniture,Mansfield,United States,Patrick O'Brill,1,30,1,10/24/2017,CA-2017-141705,76063,Hon 2111 Invitation Series Straight Table,-81.3065,5,Central,$478 ,517.405,Consumer,10/26/2017,First Class,Texas,Tables
6,16,Shipped On Time,6,$11.56 ,49.00%,Office Supplies,Rochester,United States,Julie Creighton,5,0,1,10/23/2017,CA-2017-139913,14609,Xerox 1969,5.6644,2,East,$0 ,11.56,Corporate,10/29/2017,Standard Class,New York,Paper
6,37,Shipped On Time,6,$26.40 ,45.00%,Office Supplies,Rochester,United States,Julie Creighton,5,0,1,10/23/2017,CA-2017-139913,14609,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),11.88,5,East,$0 ,26.4,Corporate,10/29/2017,Standard Class,New York,Paper
6,97,Shipped On Time,6,$69.08 ,42.00%,Furniture,Rochester,United States,Julie Creighton,5,0,1,10/23/2017,CA-2017-139913,14609,"Eldon 200 Class Desk Accessories, Smoke",29.0136,11,East,$0 ,69.08,Corporate,10/29/2017,Standard Class,New York,Furnishings
6,50,Shipped On Time,6,$35.88 ,28.00%,Technology,Rochester,United States,Julie Creighton,5,0,1,10/23/2017,CA-2017-139913,14609,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,10.0464,3,East,$0 ,35.88,Corporate,10/29/2017,Standard Class,New York,Phones
1,49,Shipped On Time,1,$35.00 ,42.00%,Furniture,Cranston,United States,Adam Hart,0,0,1,10/23/2017,CA-2017-125451,2920,"Eldon 400 Class Desk Accessories, Black Carbon",14.7,4,East,$0 ,35,Corporate,10/24/2017,First Class,Rhode Island,Furnishings
1,295,Shipped On Time,1,$210.68 ,24.00%,Furniture,Cranston,United States,Adam Hart,0,0,1,10/23/2017,CA-2017-125451,2920,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,50.5632,2,East,$0 ,210.68,Corporate,10/24/2017,First Class,Rhode Island,Furnishings
1,61,Shipped On Time,1,$43.44 ,49.00%,Office Supplies,Cranston,United States,Adam Hart,0,0,1,10/23/2017,CA-2017-125451,2920,"Wirebound Message Book, 4 per Page",21.2856,8,East,$0 ,43.44,Corporate,10/24/2017,First Class,Rhode Island,Paper
1,3,Shipped On Time,1,$2.22 ,30.00%,Office Supplies,Cranston,United States,Adam Hart,0,0,1,10/23/2017,CA-2017-125451,2920,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.666,1,East,$0 ,2.22,Corporate,10/24/2017,First Class,Rhode Island,Appliances
4,1211,Shipped Early,6,$863.88 ,12.50%,Technology,Jacksonville,United States,Jocasta Rupert,4,20,1,10/23/2017,CA-2017-117079,32216,Wilson SignalBoost 841262 DB PRO Amplifier Kit,107.985,3,South,$478 ,863.88,Consumer,10/27/2017,Standard Class,Florida,Phones
5,1155,Shipped Late,3,$823.96 ,6.30%,Technology,San Antonio,United States,Darrin Martin,5,20,1,10/23/2017,US-2017-105389,78207,Jabra SPEAK 410 Multidevice Speakerphone,51.4975,5,Central,$478 ,823.96,Consumer,10/28/2017,Second Class,Texas,Phones
5,14,Shipped Late,3,$10.27 ,8.80%,Office Supplies,San Antonio,United States,Darrin Martin,5,20,1,10/23/2017,US-2017-105389,78207,Newell 320,0.8988,3,Central,$0 ,10.272,Consumer,10/28/2017,Second Class,Texas,Art
5,19,Shipped Early,6,$13.72 ,8.80%,Office Supplies,Austin,United States,Randy Bradley,5,20,1,10/23/2017,CA-2017-106068,78745,Advantus Rolling Storage Box,1.2005,1,Central,$0 ,13.72,Consumer,10/28/2017,Standard Class,Texas,Storage
5,77,Shipped Early,6,$55.20 ,-3.80%,Technology,Austin,United States,Randy Bradley,5,20,1,10/23/2017,CA-2017-106068,78745,WD My Passport Ultra 1TB Portable External Hard Drive,-2.07,1,Central,$0 ,55.2,Consumer,10/28/2017,Standard Class,Texas,Accessories
5,363,Shipped Early,6,$259.14 ,-22.50%,Office Supplies,Austin,United States,Randy Bradley,5,20,1,10/23/2017,CA-2017-106068,78745,"Carina 42""Hx23 3/4""W Media Storage Unit",-58.3056,4,Central,$0 ,259.136,Consumer,10/28/2017,Standard Class,Texas,Storage
1,337,Shipped On Time,1,$240.74 ,-5.70%,Furniture,Cranston,United States,Adam Hart,0,30,1,10/23/2017,CA-2017-125451,2920,KI Adjustable-Height Table,-13.7568,4,East,$0 ,240.744,Corporate,10/24/2017,First Class,Rhode Island,Tables
1,894,Shipped On Time,1,$637.90 ,-20.00%,Furniture,Cranston,United States,Adam Hart,0,30,1,10/23/2017,CA-2017-125451,2920,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",-127.5792,3,East,$478 ,637.896,Corporate,10/24/2017,First Class,Rhode Island,Tables
5,5,Shipped Late,3,$3.56 ,-175.00%,Office Supplies,San Antonio,United States,Darrin Martin,5,80,1,10/23/2017,US-2017-105389,78207,Storex Dura Pro Binders,-6.237,3,Central,$0 ,3.564,Consumer,10/28/2017,Second Class,Texas,Binders
5,14,Shipped Early,6,$9.76 ,-155.00%,Office Supplies,Austin,United States,Randy Bradley,5,80,1,10/23/2017,CA-2017-106068,78745,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",-15.1311,3,Central,$0 ,9.762,Consumer,10/28/2017,Standard Class,Texas,Binders
2,3363,Shipped Late,1,"$2,399.60 ",27.00%,Technology,New York City,United States,Tom Ashbrook,1,0,1,10/22/2017,CA-2017-127180,10024,Polycom CX600 IP Phone VoIP phone,647.892,8,East,"$2,390 ",2399.6,Home Office,10/24/2017,First Class,New York,Phones
2,90,Shipped Late,1,$63.90 ,45.00%,Office Supplies,New York City,United States,Tom Ashbrook,1,0,1,10/22/2017,CA-2017-127180,10024,Globe Weis Peel & Seel First Class Envelopes,28.755,5,East,$0 ,63.9,Home Office,10/24/2017,First Class,New York,Envelopes
2,74,Shipped Late,1,$52.99 ,1.00%,Technology,New York City,United States,Tom Ashbrook,1,0,1,10/22/2017,CA-2017-127180,10024,i.Sound Portable Power - 8000 mAh,0.5299,1,East,$0 ,52.99,Home Office,10/24/2017,First Class,New York,Phones
0,467,Shipped On Time,0,$333.09 ,7.00%,Office Supplies,Lawton,United States,Brian DeCherney,0,0,1,10/22/2017,CA-2017-130211,73505,Fellowes Recycled Storage Drawers,23.3163,3,Central,$0 ,333.09,Consumer,10/22/2017,Same Day,Oklahoma,Storage
0,349,Shipped On Time,0,$248.98 ,22.00%,Furniture,Lawton,United States,Brian DeCherney,0,0,1,10/22/2017,CA-2017-130211,73505,Bevis 36 x 72 Conference Tables,54.7756,2,Central,$0 ,248.98,Consumer,10/22/2017,Same Day,Oklahoma,Tables
4,51,Shipped Early,6,$36.44 ,33.00%,Office Supplies,Tulsa,United States,Paul Stevenson,4,0,1,10/22/2017,US-2017-111920,74133,Dixon Ticonderoga Core-Lock Colored Pencils,12.0252,4,Central,$0 ,36.44,Home Office,10/26/2017,Standard Class,Oklahoma,Art
2,15698,Shipped Late,1,"$11,199.97 ",35.00%,Technology,New York City,United States,Tom Ashbrook,1,20,1,10/22/2017,CA-2017-127180,10024,Canon imageCLASS 2200 Advanced Copier,3919.9888,4,East,"$10,994 ",11199.968,Home Office,10/24/2017,First Class,New York,Copiers
2,812,Shipped Early,3,$579.14 ,-5.00%,Furniture,Fort Collins,United States,Helen Abelman,1,20,1,10/22/2017,CA-2017-130141,80525,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,-28.9568,4,West,$478 ,579.136,Consumer,10/24/2017,Second Class,Colorado,Chairs
6,44,Shipped On Time,6,$31.68 ,35.00%,Office Supplies,Philadelphia,United States,Marina Lichtenstein,5,20,1,10/22/2017,CA-2017-156363,19134,#6 3/4 Gummed Flap White Envelopes,11.088,4,East,$0 ,31.68,Corporate,10/28/2017,Standard Class,Pennsylvania,Envelopes
6,46,Shipped On Time,6,$32.70 ,-20.00%,Technology,Philadelphia,United States,Marina Lichtenstein,5,40,1,10/22/2017,CA-2017-156363,19134,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",-6.54,5,East,$0 ,32.7,Corporate,10/28/2017,Standard Class,Pennsylvania,Phones
5,248,Shipped Early,6,$177.22 ,-68.00%,Furniture,Redmond,United States,David Wiener,5,50,1,10/22/2017,CA-2017-101581,97756,KI Conference Tables,-120.513,5,West,$0 ,177.225,Corporate,10/27/2017,Standard Class,Oregon,Tables
2,4,Shipped Early,3,$3.17 ,-80.00%,Office Supplies,Fort Collins,United States,Helen Abelman,1,70,1,10/22/2017,CA-2017-130141,80525,Storex Flexible Poly Binders with Double Pockets,-2.5344,4,West,$0 ,3.168,Consumer,10/24/2017,Second Class,Colorado,Binders
0,2018,Shipped On Time,0,"$1,439.92 ",26.00%,Technology,Muskogee,United States,Sara Luxemburg,0,0,1,10/21/2017,CA-2017-145884,74403,Polycom VVX 310 VoIP phone,374.3792,8,Central,"$1,434 ",1439.92,Home Office,10/21/2017,Same Day,Oklahoma,Phones
0,367,Shipped On Time,0,$262.11 ,24.00%,Furniture,Muskogee,United States,Sara Luxemburg,0,0,1,10/21/2017,CA-2017-145884,74403,Bevis Boat-Shaped Conference Table,62.9064,1,Central,$0 ,262.11,Home Office,10/21/2017,Same Day,Oklahoma,Tables
3,1274,Shipped Late,1,$909.12 ,1.00%,Office Supplies,Indianapolis,United States,Michael Dominguez,2,0,1,10/21/2017,CA-2017-154410,46203,SAFCO Boltless Steel Shelving,9.0912,8,Central,$478 ,909.12,Corporate,10/24/2017,First Class,Indiana,Storage
6,54,Shipped On Time,6,$38.82 ,50.00%,Office Supplies,Milwaukee,United States,Jennifer Braxton,5,0,1,10/21/2017,CA-2017-142125,53209,GBC Instant Report Kit,19.41,6,Central,$0 ,38.82,Corporate,10/27/2017,Standard Class,Wisconsin,Binders
6,31,Shipped On Time,6,$21.90 ,48.00%,Office Supplies,Milwaukee,United States,Jennifer Braxton,5,0,1,10/21/2017,CA-2017-142125,53209,Acco 3-Hole Punch,10.512,5,Central,$0 ,21.9,Corporate,10/27/2017,Standard Class,Wisconsin,Binders
5,959,Shipped Early,6,$683.95 ,6.30%,Furniture,Lakeland,United States,Patricia Hirasaki,5,20,1,10/21/2017,CA-2017-113558,33801,Global Commerce Series High-Back Swivel/Tilt Chairs,42.747,3,South,$478 ,683.952,Home Office,10/26/2017,Standard Class,Florida,Chairs
5,64,Shipped Early,6,$45.70 ,11.30%,Furniture,Lakeland,United States,Patricia Hirasaki,5,20,1,10/21/2017,CA-2017-113558,33801,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",5.1408,3,South,$0 ,45.696,Home Office,10/26/2017,Standard Class,Florida,Furnishings
1,7,Shipped On Time,1,$5.18 ,35.00%,Office Supplies,Springfield,United States,Damala Kotsonis,0,20,1,10/21/2017,CA-2017-167094,97477,Xerox 218,1.8144,1,West,$0 ,5.184,Corporate,10/22/2017,First Class,Oregon,Paper
1,671,Shipped On Time,1,$478.48 ,10.00%,Furniture,Springfield,United States,Damala Kotsonis,0,20,1,10/21/2017,CA-2017-167094,97477,Global Comet Stacking Armless Chair,47.848,2,West,$478 ,478.48,Corporate,10/22/2017,First Class,Oregon,Chairs
1,40,Shipped On Time,1,$28.40 ,23.80%,Technology,Springfield,United States,Damala Kotsonis,0,20,1,10/21/2017,CA-2017-167094,97477,Memorex Froggy Flash Drive 8 GB,6.745,2,West,$0 ,28.4,Corporate,10/22/2017,First Class,Oregon,Accessories
5,25,Shipped Early,6,$17.86 ,11.30%,Office Supplies,Deltona,United States,Neil Knudson,5,20,1,10/21/2017,CA-2017-148166,32725,Newell 33,2.0088,4,South,$0 ,17.856,Home Office,10/26/2017,Standard Class,Florida,Art
4,226,Shipped Early,6,$161.57 ,10.00%,Office Supplies,Lakewood,United States,Frank Carlisle,4,20,1,10/21/2017,CA-2017-117422,44107,Avanti 1.7 Cu. Ft. Refrigerator,16.1568,2,East,$0 ,161.568,Home Office,10/25/2017,Standard Class,Ohio,Appliances
4,6,Shipped Early,6,$4.06 ,33.80%,Office Supplies,Lakewood,United States,Frank Carlisle,4,20,1,10/21/2017,CA-2017-117422,44107,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",1.3716,1,East,$0 ,4.064,Home Office,10/25/2017,Standard Class,Ohio,Paper
7,100,Shipped Late,6,$71.38 ,-6.20%,Office Supplies,Philadelphia,United States,Charles McCrossin,6,20,1,10/21/2017,CA-2017-113453,19143,Acco Perma 2700 Stacking Storage Drawers,-4.461,3,East,$0 ,71.376,Consumer,10/28/2017,Standard Class,Pennsylvania,Storage
7,463,Shipped Late,6,$329.99 ,-23.30%,Technology,Philadelphia,United States,Charles McCrossin,6,40,1,10/21/2017,CA-2017-113453,19143,Mitel MiVoice 5330e IP Phone,-76.9972,2,East,$0 ,329.988,Consumer,10/28/2017,Standard Class,Pennsylvania,Phones
7,12,Shipped Late,6,$8.56 ,-76.70%,Office Supplies,Glendale,United States,Natalie DeCherney,6,70,1,10/21/2017,US-2017-117331,85301,Lock-Up Easel 'Spel-Binder',-6.5619,1,West,$0 ,8.559,Consumer,10/28/2017,Standard Class,Arizona,Binders
4,9,Shipped Early,6,$6.22 ,-80.00%,Office Supplies,Lakewood,United States,Frank Carlisle,4,70,1,10/21/2017,CA-2017-117422,44107,"SlimView Poly Binder, 3/8""",-4.9728,4,East,$0 ,6.216,Home Office,10/25/2017,Standard Class,Ohio,Binders
4,34,Shipped Early,6,$23.99 ,-260.00%,Office Supplies,Chicago,United States,Susan Pistek,4,80,1,10/21/2017,CA-2017-100356,60653,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,-62.3792,2,Central,$0 ,23.992,Consumer,10/25/2017,Standard Class,Illinois,Appliances
7,19,Shipped Late,6,$13.36 ,31.00%,Office Supplies,Little Rock,United States,Ivan Gibson,6,0,1,10/20/2017,CA-2017-158743,72209,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",4.1416,4,South,$0 ,13.36,Consumer,10/27/2017,Standard Class,Arkansas,Art
7,56,Shipped Late,6,$39.96 ,47.00%,Office Supplies,Little Rock,United States,Ivan Gibson,6,0,1,10/20/2017,CA-2017-158743,72209,Xerox 1884,18.7812,2,South,$0 ,39.96,Consumer,10/27/2017,Standard Class,Arkansas,Paper
7,204,Shipped Late,6,$145.85 ,48.00%,Office Supplies,Little Rock,United States,Ivan Gibson,6,0,1,10/20/2017,CA-2017-158743,72209,Binding Machine Supplies,70.008,5,South,$0 ,145.85,Consumer,10/27/2017,Standard Class,Arkansas,Binders
2,5,Shipped Early,3,$3.75 ,48.00%,Office Supplies,Woodland,United States,Justin Ellison,1,0,1,10/20/2017,US-2017-146416,95695,Avery 510,1.8,1,West,$0 ,3.75,Corporate,10/22/2017,Second Class,California,Labels
0,34,Shipped On Time,0,$24.55 ,49.00%,Office Supplies,New York City,United States,Rick Bensley,0,0,1,10/20/2017,CA-2017-104822,10024,Avery 478,12.0295,5,East,$0 ,24.55,Home Office,10/20/2017,Same Day,New York,Labels
4,933,Shipped Early,6,$665.41 ,10.00%,Office Supplies,Akron,United States,Ed Braxton,4,20,1,10/20/2017,CA-2017-147277,44312,Deluxe Rollaway Locking File with Drawer,66.5408,2,East,$478 ,665.408,Corporate,10/24/2017,Standard Class,Ohio,Storage
2,29,Shipped Early,3,$20.93 ,36.30%,Office Supplies,Woodland,United States,Justin Ellison,1,20,1,10/20/2017,US-2017-146416,95695,Wilson Jones Four-Pocket Poly Binders,7.5864,4,West,$0 ,20.928,Corporate,10/22/2017,Second Class,California,Binders
6,64,Shipped On Time,6,$45.53 ,35.00%,Office Supplies,Philadelphia,United States,Matt Abelman,5,20,1,10/20/2017,CA-2017-158722,19120,Xerox 1887,15.9348,3,East,$0 ,45.528,Home Office,10/26/2017,Standard Class,Pennsylvania,Paper
0,7,Shipped On Time,0,$4.77 ,-16.30%,Office Supplies,Jacksonville,United States,Pete Takahito,0,20,1,10/20/2017,CA-2017-103065,32216,Woodgrain Magazine Files by Perma,-0.7748,2,South,$0 ,4.768,Consumer,10/20/2017,Same Day,Florida,Storage
0,9,Shipped On Time,0,$6.67 ,37.50%,Office Supplies,Jacksonville,United States,Pete Takahito,0,20,1,10/20/2017,CA-2017-103065,32216,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",2.502,1,South,$0 ,6.672,Consumer,10/20/2017,Same Day,Florida,Paper
0,6,Shipped On Time,0,$4.45 ,25.00%,Office Supplies,Jacksonville,United States,Pete Takahito,0,20,1,10/20/2017,CA-2017-103065,32216,Prang Drawing Pencil Set,1.112,2,South,$0 ,4.448,Consumer,10/20/2017,Same Day,Florida,Art
0,62,Shipped On Time,0,$43.94 ,13.80%,Furniture,Jacksonville,United States,Pete Takahito,0,20,1,10/20/2017,CA-2017-103065,32216,DAX Wood Document Frame.,6.0412,4,South,$0 ,43.936,Consumer,10/20/2017,Same Day,Florida,Furnishings
5,22,Shipped Early,6,$15.98 ,8.80%,Technology,Durham,United States,Muhammed Yedwab,5,20,1,10/20/2017,US-2017-115252,27707,PayAnywhere Card Reader,1.3986,2,South,$0 ,15.984,Corporate,10/25/2017,Standard Class,North Carolina,Phones
5,20,Shipped Early,6,$14.35 ,31.30%,Office Supplies,Durham,United States,Muhammed Yedwab,5,20,1,10/20/2017,US-2017-115252,27707,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),4.485,3,South,$0 ,14.352,Corporate,10/25/2017,Standard Class,North Carolina,Paper
4,399,Shipped Early,6,$284.36 ,-26.70%,Furniture,Akron,United States,Ed Braxton,4,40,1,10/20/2017,CA-2017-147277,44312,Chromcraft Rectangular Conference Tables,-75.8304,2,East,$0 ,284.364,Corporate,10/24/2017,Standard Class,Ohio,Tables
4,79,Shipped Early,6,$56.56 ,26.00%,Furniture,Lawrence,United States,Michael Paige,4,0,1,10/19/2017,CA-2017-125388,1841,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",14.7056,4,East,$0 ,56.56,Corporate,10/23/2017,Standard Class,Massachusetts,Furnishings
4,46,Shipped Early,6,$32.70 ,26.00%,Office Supplies,Lawrence,United States,Michael Paige,4,0,1,10/19/2017,CA-2017-125388,1841,Crate-A-Files,8.502,3,East,$0 ,32.7,Corporate,10/23/2017,Standard Class,Massachusetts,Storage
5,13,Shipped Late,3,$8.96 ,48.00%,Office Supplies,San Francisco,United States,Hilary Holden,5,0,1,10/19/2017,CA-2017-131492,94110,Ampad #10 Peel & Seel Holiday Envelopes,4.3008,2,West,$0 ,8.96,Corporate,10/24/2017,Second Class,California,Envelopes
5,44,Shipped Late,3,$31.50 ,48.00%,Office Supplies,San Francisco,United States,Hilary Holden,5,0,1,10/19/2017,CA-2017-131492,94110,Avery 518,15.12,10,West,$0 ,31.5,Corporate,10/24/2017,Second Class,California,Labels
